category_id,original_name,normalized_name,level_5,level_3,level_4,normalized_uom,price,remove_flag
14,MONTHLY  SERVICE  FEE,Account Maintenance,Account Services,Banking,Treasury Services,per service,24.16666667,No
14,MONTHLY  SERVICE  FEE,Account Maintenance,Account Services,Banking,Treasury Services,per service,24.16666667,No
14,MONTHLY  SERVICE  FEE,Account Maintenance,Account Services,Banking,Treasury Services,per service,30,No
14,MONTHLY MAINTENANCE,Account Maintenance,Account Services,Banking,Treasury Services,per service,25,No
14,MONTHLY MAINTENANCE,Account Maintenance,Account Services,Banking,Treasury Services,per service,42,No
14,Monthly Service                                             ,Account Maintenance,Account Services,Banking,Treasury Services,per service,50,No
14,PARENT ACCOUNT,Account Maintenance,Account Services,Banking,Treasury Services,per service,72.30769231,No
14,REGIONSONE MASTER PER MONTH,Account Maintenance,Account Services,Banking,Treasury Services,per service,0.2,No
14,REGIONSONE MASTER PER MONTH,Account Maintenance,Account Services,Banking,Treasury Services,per service,65,No
14,Virtual Account Maintenance,Account Maintenance,Account Services,Banking,Treasury Services,per service,5,No
14,Account Reconciliation Monthly Full,Account Reconciliation Services Monthly,Account Reconciliation,Banking,Treasury Services,per service,40,No
14,ANALYSIS  STATEMENT  VIA  EDI,Account Statement - Electronic,Account Services,Banking,Treasury Services,per service,18,No
14,PAPERLESS  STATEMENT,Account Statement - Electronic,Account Services,Banking,Treasury Services,per service,0,No
14,ANALYSIS INVOICE FEE,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,snapshot statement copy,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,11,No
14,Snapshot Statement/Copy,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,11,No
14,ARP PAPER STATEMENT/REPORT DELIVERY,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,15,No
14,ARP PAPER STMT/REPORT MONTHLY BASE,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,DDA Paper Statement,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,KeyNav RPM 822 Statement,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,MAILED  STATEMENT,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,5,No
14,Special Statements,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,9.800008772,No
14,STATEMENT COPY ,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,20,No
14,Statement with All Items,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,14,No
14,WELLSTAX STATEMENT QUARTERLY,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,10,No
14,ACCOUNT STATEMENT PAPER,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,20,No
14,Account Statement Paper                                   ,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,Analysis Charge  Paper Detail,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,33,No
14,DDA STATEMENT PAPER,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,0,No
14,DDA STATEMENT PAPER,Account Statement - Paper,Account Services,Banking,Treasury Services,per service,25,No
14,ONLINE PORTAL ACCOUNT TRANSFER,Account Transfer,Depository Services,Banking,Treasury Services,per service,2,No
14,TM  ACCOUNT   TRANSFER,Account Transfer,Depository Services,Banking,Treasury Services,per service,0.75,No
14,TM ACCOUNT TRANSFER,Account Transfer,Depository Services,Banking,Treasury Services,per service,0.75,No
14,ONLINE PORTAL ACCOUNT TRANSFER REJECT,Account Transfer Reject,Account Services,Banking,Treasury Services,per service,3,No
14,ACCOUNTS REPORTED,Accounts Reported,Account Services,Banking,Treasury Services,per service,40,No
14,Accounts Reported                                           ,Accounts Reported,Account Services,Banking,Treasury Services,per service,30,No
14,EFT Wires ACH Addenda,ACH Addenda EFT Wire,Wire Services,Banking,Treasury Services,per service,0.01,No
14,250220 ACH | INCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH | NCOMIN ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH | NCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH I INCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH INCOMING ADDENDA PER INE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH INCOMING ADDENDA PER J NE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach i incoming addenda per line,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach i ncomi ng addenda per line,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach incoming addenda per ine,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach incoming addenda per j ne,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach incoming addenda per line,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach ncomin addenda per line,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,ach ncoming addenda per line,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,PAYMENT MANAGER ACH ADDENDA,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.05,No
14,250220 ACH I NCOMI NG ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH INCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH INCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250220 ACH NCOMING ADDENDA PER LINE,ACH Addenda Incoming,ACH,Banking,Treasury Services,per service,0.03,No
14,250120 ACH ADDENDA ORIGINATED PER LINE,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.015,No
14,ach addenda originated per line,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.015,No
14,ACH ORIGINATED ADDENDA,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ACH Originated Addenda Item,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.01807,No
14,ACH Originated Addenda Item,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ADDENDA RECORD ORIGINATED,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ACH ORIGINATED ADDENDA REC,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ACH ORIGINATED ADDENDA ,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ADDENDA ORIGINATED/RECEIVED,ACH Addenda Originated,ACH,Banking,Treasury Services,per service,0.02,No
14,ACH Batch File,ACH Batch File,ACH,Banking,Treasury Services,per service,1.5,No
14,ach batch file processed,ACH Batch File,ACH,Banking,Treasury Services,per service,3,No
14,ACH BATCH/FILE PROCESSED,ACH Batch File,ACH,Banking,Treasury Services,per service,3,No
14,8136 ACH BATCH FILE,ACH Batch File,ACH,Banking,Treasury Services,per service,1.5,No
14,ACH INPUT BATCH,ACH Batch Input,ACH,Banking,Treasury Services,per service,20,No
14,ACH INPUT BATCH ,ACH Batch Input,ACH,Banking,Treasury Services,per service,20,No
14,TM ACH BATCH PROCESSING FEE,ACH Batch Processing,ACH,Banking,Treasury Services,per service,6,No
14,TM  ACH  BATCH  PROCESSING   FEE,ACH Batch Processing,ACH,Banking,Treasury Services,per service,6,No
14,ACH  BLANKET   BLOCK   MAINTENANCE,ACH Blanket Block Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ach blanket block maintenance,ACH Blanket Block Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ach services ach blanket block maintenance,ACH Blanket Block Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ACH BLOCKS AUTH INSTRUCTIONS,ACH Block Auth Instructions,ACH,Banking,Treasury Services,per service,0.5,No
14,ACH TRANS BLOCK AUTHORIZED ID,ACH Block Auth Instructions,ACH,Banking,Treasury Services,per service,0.5,No
14,ACH BLOCKS AUTH INSTRUCTIONS ,ACH Block Auth Instructions,ACH,Banking,Treasury Services,per service,0.5,No
14,ACH Trans Block Authorized ID                               ,ACH Block Auth Instructions,ACH,Banking,Treasury Services,per service,0.5,No
14,ACH Block Mthly Maint per Acct,ACH Block Maintenance,ACH,Banking,Treasury Services,per service,5,No
14,ACH Block Mthly Maint per Acct,ACH Block Maintenance,ACH,Banking,Treasury Services,per service,9.04,No
14,ACH Block Mthly Maint per Acct,ACH Block Maintenance,ACH,Banking,Treasury Services,per service,10,No
14,250105 ACH CCD CREDITS ORIGINATED PER ITEM,ACH CCD Credits Originated,ACH,Banking,Treasury Services,per service,0.2,No
14,ach ccd credits originated per item,ACH CCD Credits Originated,ACH,Banking,Treasury Services,per service,0.2,No
14,250105 ACH CCD DEBITS ORIGINATED PER | TEM,ACH CCD Debits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,250105 ACH CCD DEBITS ORIGINATED PER I TEM,ACH CCD Debits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,ach ccd debits originated per i tem,ACH CCD Debits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,ach ccd debits originated per tem,ACH CCD Debits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,250105 ACH CCD DEBITS ORIGINATED PER ITEM,ACH CCD Debits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH CEO FRAUD FILTER REVIEW MO BASE,ACH CEO Fraud Filter Review Monthly Base,ACH,Banking,Treasury Services,per service,5,No
14,ACH CEO FRAUD FILTER REVIEW MO BASE GENERAL ACH SERVICES,ACH CEO Fraud Filter Review Monthly Base,ACH,Banking,Treasury Services,per service,5,No
14,ACH CEO FRAUD FILTER REVIEW ITEM,ACH CEO Fraud Filter Review Per Item,ACH,Banking,Treasury Services,per service,14,No
14,ACH CEO FRAUD FILTER STOP MTHLYBASE,ACH CEO Fraud Filter Stop Monthly Base,ACH,Banking,Treasury Services,per service,25,No
14,CEO ACH HYP ITM DET INQ PER ITEM,ACH CEO Hyp ITM Det Inq Per Item,ACH,Banking,Treasury Services,per service,1.5,No
14,ACH CEO RETURN SUBSCRIPTION ACCOUNT,ACH CEO Return Subscription Monthly Base,ACH,Banking,Treasury Services,per service,15,No
14,ACH CEO RETURN SUBSCRIPTION ITEM,ACH CEO Return Subscription Per Item,ACH,Banking,Treasury Services,per service,0.75,No
14,ACH CEO SUBSCRIPTION ACCOUNT,ACH CEO Subscription Monthly Base,ACH,Banking,Treasury Services,per service,35,No
14,ACH CEO SUBSCRIPTION ITEM,ACH CEO Subscription Per Item,ACH,Banking,Treasury Services,per service,0.09,No
14,ACH CEO SUBSCRIPTION ITEM,ACH CEO Subscription Per Item,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH OFF US CREDITS,ACH Credits Off US,ACH,Banking,Treasury Services,per service,0.12,No
14,ACH OFF US CREDITS ,ACH Credits Off US,ACH,Banking,Treasury Services,per service,0.12,No
14,ACH OFF US CREDITS SAME DAY,ACH Credits Off US Same Day,ACH,Banking,Treasury Services,per service,0.5,No
14,ACH OFF US CREDITS SAME DAY ,ACH Credits Off US Same Day,ACH,Banking,Treasury Services,per service,0.5,No
14,CREDIT ORIGINATED,ACH Credits Originated,ACH,Banking,Treasury Services,per service,0.022,No
14,ACH CREDIT ORIGINATED,ACH Credits Originated,ACH,Banking,Treasury Services,per service,0.08,No
14,TM ACH CORP CREDITS ORIGINATED,ACH Credits Originated,ACH,Banking,Treasury Services,per service,0.13,No
14,250101 ACH CREDITS RECEIVED PER | TEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,250101 ACH CREDITS RECEIVED PER I TEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH  RECEIVED   CREDIT,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH CREDIT RECEIVED ITEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.1,No
14,ach credits received per i tem,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,ach credits received per item,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,ach credits received per tem,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH ON US CREDITS,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.12,No
14,ACH ON US CREDITS SAME DAY,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.12,No
14,ach received credit,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,250101 ACH CREDITS RECEIVED PER ITEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,250101 ACH CREDITS RECEIVED PER TEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,250101 ACH CREDITS RECEIVED PER ITEM,ACH Credits Received,ACH,Banking,Treasury Services,per service,0. 25000,No
14,ACH  RECEIVED  CREDIT,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.1,No
14,ACH  RECEIVED  CREDIT,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH CREDIT RECEIVED ITEM ,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.1,No
14,ACH ON US CREDITS ,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.12,No
14,ACH ON US CREDITS SAME DAY ,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.08,No
14,CREDITS RECEIVED,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.2088,No
14,Incoming Domestic Electronic Funds Transfer Credit,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.1,No
14,PDS PAYMENTS ELECTRONIC,ACH Credits Received,ACH,Banking,Treasury Services,per service,0.27,No
14,25010A ACH CTX CREDITS ORIGINATED PER ITEM,ACH CTX Credits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,ach ctx credits originated per item,ACH CTX Credits Originated,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH CUSTOMER REPORTS,ACH Customer Report,ACH,Banking,Treasury Services,per service,4,No
14,ACH DEBIT/CREDIT BLOCK,ACH Debit/Credit Block,ACH,Banking,Treasury Services,per service,5,No
14,ACH DEBIT/CREDIT BLOCK,ACH Debit/Credit Block,ACH,Banking,Treasury Services,per service,20,No
14,ACH Debit/Credit Filter,ACH Debit/Credit Filter,ACH,Banking,Treasury Services,per service,5,No
14,ACH Debit/Credit Item via Batch,ACH Debit/Credit Item,ACH,Banking,Treasury Services,per service,0.02,No
14,ACH Debit/Credit Item via Batch,ACH Debit/Credit Item,ACH,Banking,Treasury Services,per service,0.025,No
14,ACH Debit/Credit Item via CitiDirect,ACH Debit/Credit Item,ACH,Banking,Treasury Services,per service,0.025,No
14,ACH Debit Origination,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.2,No
14,4098 ACH DEBIT ORIGINATION,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH  DEBITS,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.18,No
14,ACH CORP DEBITS ORIGINATED,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.03,No
14,TM ACH CORP DEBITS ORIGINATED,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.13,No
14,TOTAL   ACH  ORIGINATED   ITEMS,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.088354,No
14,TOTAL  ACH  ORIGINATED   ITEMS,ACH Debits Originated,ACH,Banking,Treasury Services,per service,0.13,No
14,250200 ACH DEBITS RECEIVED PER | TEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,250200 ACH DEBITS RECEIVED PER I TEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,ACH  RECEIVED   DEBIT,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH DEBIT RECEIVED ITEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.12,No
14,ach debits received per i tem,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,ach debits received per item,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,ach debits received per tem,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,ach received debit,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,AUTOMATED CLEARING HOUSE DEBIT RECEIVED,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.05,No
14,DEBIT RECEIVED,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.05,No
14,PAYMENT MANAGER DOMESTIC ACH TRAN,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.07,No
14,250200 ACH DEBITS RECEIVED PER ITEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,250200 ACH DEBITS RECEIVED PER TEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,250200 ACH DEBITS RECEIVED PER ITEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.3,No
14,250200 ACH DEBITS RECEIVED PER ITEM,ACH Debits Received,ACH,Banking,Treasury Services,per service,0. 30000,No
14,ACH  RECEIVED  DEBIT,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.1,No
14,ACH  RECEIVED  DEBIT,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH  RECEIVED DEBIT,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,ACH DEBIT RECEIVED,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,ACH DEBIT RECEIVED ITEM ,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.12,No
14,ACH Debits,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.25,No
14,Debit Received                                              ,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.2,No
14,DEBITS RECEIVED,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.21125,No
14,Incoming ACH Debit Item,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.15,No
14,ONLINE PORTAL ACH DEBIT/CREDIT ORIGINATED,ACH Debits Received,ACH,Banking,Treasury Services,per service,0.15,No
14,Direct Debit Payment,ACH Direct Debit Payment,ACH,Banking,Treasury Services,per service,0.8,No
14,TM OLC ACH EDI   REPORT,ACH EDI Report,ACH,Banking,Treasury Services,per service,1,No
14,TM OLC ACH EDI REPORT,ACH EDI Report,ACH,Banking,Treasury Services,per service,1,No
14,SAME DAY ACH ENTRIES,ACH Entry Same Day,ACH,Banking,Treasury Services,per service,1,No
14,ACH EXCEPTION PROCESS DUPLICAT FILE,ACH Exception Process,ACH,Banking,Treasury Services,per service,40,No
14,ACH FAX SERVICE,ACH Fax Service,ACH,Banking,Treasury Services,per service,0.35,No
14,ACH File Confirmation Email,ACH File Confirmation Email,ACH,Banking,Treasury Services,per service,2.034,No
14,ACH File Confirmation Email,ACH File Confirmation Email,ACH,Banking,Treasury Services,per service,2.25,No
14,ach file confirmationemail,ACH File Confirmation Email,ACH,Banking,Treasury Services,per service,2.25,No
14,ACH File Confirmation Transmit,ACH File Confirmation Transmission,ACH,Banking,Treasury Services,per service,0.904,No
14,ACH File Confirmation Transmit,ACH File Confirmation Transmission,ACH,Banking,Treasury Services,per service,1,No
14,250501 ACH FILE HANDLING PER 3RD PARTY FILE,ACH File Handling 3rd Party File,ACH,Banking,Treasury Services,per service,7.5,No
14,ach file handling per 3rd party file,ACH File Handling 3rd Party File,ACH,Banking,Treasury Services,per service,7.5,No
14,250501 ACH FILE HANDLING ACH MONITOR TOTALS,ACH File Handling Monitoring,ACH,Banking,Treasury Services,per service,20,No
14,ACH File Implementation,ACH File Implementation,ACH,Banking,Treasury Services,per service,0,No
14,ONLINE PORTAL ACH FILE PROCESSED,ACH File Processed,ACH,Banking,Treasury Services,per service,5.5,No
14,ACH Filter Mthly Maint,ACH Filter Maintenance,ACH,Banking,Treasury Services,per service,13.56,No
14,ACH Filter Mthly Maint,ACH Filter Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ACH FRAUD CONTROL ACH FRAUD CONTROL MONTH MAINT,ACH Fraud Control Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ACH FRAUD CONTROL MONTH MAINT,ACH Fraud Control Maintenance,ACH,Banking,Treasury Services,per service,15,No
14,ACH FRAUD PROTECTION RETURNS,ACH Fraud Protetion Return,ACH,Banking,Treasury Services,per service,5,No
14,ACH FUTURE DATED ITEM,ACH Future Dated Item,ACH,Banking,Treasury Services,per service,0.04,No
